lorem_ipsum7.txt,lorem_ipsum18.txt,0.144703
lorem_ipsum7.txt,lorem_ipsum19.txt,0.213665
lorem_ipsum7.txt,lorem_ipsum16.txt,0.144703
lorem_ipsum7.txt,lorem_ipsum6.txt,0.486411
lorem_ipsum7.txt,lorem_ipsum11.txt,0.200250
lorem_ipsum7.txt,lorem_ipsum3.txt,0.488825
lorem_ipsum7.txt,lorem_ipsum15.txt,0.144703
lorem_ipsum7.txt,lorem_ipsum12.txt,0.144703
lorem_ipsum7.txt,lorem_ipsum20.txt,0.193711
lorem_ipsum7.txt,lorem_ipsum13.txt,0.144703
lorem_ipsum7.txt,lorem_ipsum17.txt,0.213930
lorem_ipsum7.txt,lorem_ipsum14.txt,0.144703
lorem_ipsum7.txt,lorem_ipsum10.txt,0.483486
lorem_ipsum7.txt,lorem_ipsum1.txt,0.502534
lorem_ipsum18.txt,lorem_ipsum19.txt,0.783217
lorem_ipsum7.txt,lorem_ipsum9.txt,0.485356
lorem_ipsum18.txt,lorem_ipsum4.txt,0.150943
lorem_ipsum7.txt,lorem_ipsum8.txt,0.487667
lorem_ipsum18.txt,lorem_ipsum1.txt,0.155772
lorem_ipsum18.txt,lorem_ipsum20.txt,0.842105
lorem_ipsum18.txt,lorem_ipsum5.txt,0.153215
lorem_ipsum18.txt,lorem_ipsum16.txt,1.000000
lorem_ipsum18.txt,lorem_ipsum9.txt,0.145078
lorem_ipsum18.txt,lorem_ipsum11.txt,0.817518
lorem_ipsum18.txt,lorem_ipsum3.txt,0.154483
lorem_ipsum18.txt,lorem_ipsum15.txt,1.000000
lorem_ipsum18.txt,lorem_ipsum12.txt,1.000000
lorem_ipsum18.txt,lorem_ipsum6.txt,0.144890
lorem_ipsum18.txt,lorem_ipsum13.txt,1.000000
lorem_ipsum18.txt,lorem_ipsum17.txt,0.788732
lorem_ipsum18.txt,lorem_ipsum14.txt,1.000000
lorem_ipsum18.txt,lorem_ipsum8.txt,0.147952
lorem_ipsum7.txt,lorem_ipsum5.txt,0.498205
lorem_ipsum18.txt,lorem_ipsum10.txt,0.147175
lorem_ipsum7.txt,lorem_ipsum4.txt,0.511396
lorem_ipsum6.txt,lorem_ipsum19.txt,0.213930
lorem_ipsum18.txt,lorem_ipsum2.txt,0.150538
lorem_ipsum6.txt,lorem_ipsum20.txt,0.193955
lorem_ipsum7.txt,lorem_ipsum2.txt,0.490754
lorem_ipsum6.txt,lorem_ipsum16.txt,0.144890
lorem_ipsum6.txt,lorem_ipsum4.txt,0.500356
lorem_ipsum6.txt,lorem_ipsum5.txt,0.497126
lorem_ipsum18.txt,results.csv,0.009115
lorem_ipsum6.txt,lorem_ipsum1.txt,0.478261
lorem_ipsum6.txt,lorem_ipsum11.txt,0.203008
lorem_ipsum6.txt,lorem_ipsum15.txt,0.144890
lorem_ipsum6.txt,lorem_ipsum12.txt,0.144890
lorem_ipsum6.txt,lorem_ipsum13.txt,0.144890
lorem_ipsum6.txt,lorem_ipsum17.txt,0.211706
lorem_ipsum6.txt,lorem_ipsum14.txt,0.144890
lorem_ipsum6.txt,lorem_ipsum9.txt,0.470342
lorem_ipsum6.txt,lorem_ipsum3.txt,0.489177
lorem_ipsum19.txt,lorem_ipsum5.txt,0.225722
lorem_ipsum19.txt,lorem_ipsum9.txt,0.216687
lorem_ipsum19.txt,lorem_ipsum20.txt,0.804878
lorem_ipsum19.txt,lorem_ipsum3.txt,0.230159
lorem_ipsum19.txt,lorem_ipsum16.txt,0.783217
lorem_ipsum19.txt,lorem_ipsum10.txt,0.217172
lorem_ipsum19.txt,lorem_ipsum11.txt,0.797619
lorem_ipsum19.txt,lorem_ipsum8.txt,0.218274
lorem_ipsum19.txt,lorem_ipsum15.txt,0.783217
lorem_ipsum19.txt,lorem_ipsum12.txt,0.783217
